interval 0.004942   current 14668.827097   old_charge 429778224   old_soc 99.999982   new_charge 80943627   new_soc 99.999997
interval 0.040672   current 14668.827097   old_charge 429779747   old_soc 99.999982   new_charge 80956158   new_soc 99.999997
interval 74.833869   current 24.990176   old_charge 429792275   old_soc 99.999982   new_charge 80995214   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 429830085   old_soc 99.999982   new_charge 80996869   new_soc 99.999997
interval 0.017014   current 14668.827097   old_charge 429831607   old_soc 99.999982   new_charge 81002110   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 429836848   old_soc 99.999982   new_charge 81003765   new_soc 99.999997
interval 0.026694   current 14668.827097   old_charge 429838370   old_soc 99.999982   new_charge 81011986   new_soc 99.999997
interval 46.038455   current 24.990176   old_charge 429846592   old_soc 99.999982   new_charge 81036013   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 429869853   old_soc 99.999982   new_charge 81037668   new_soc 99.999997
interval 0.015094   current 14668.827097   old_charge 429871376   old_soc 99.999982   new_charge 81042318   new_soc 99.999997
interval 0.004976   current 14668.827097   old_charge 429876025   old_soc 99.999982   new_charge 81043953   new_soc 99.999997
interval 0.015284   current 14668.827097   old_charge 429877558   old_soc 99.999982   new_charge 81048656   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 429882266   old_soc 99.999982   new_charge 81050311   new_soc 99.999997
interval 0.092652   current 14668.827097   old_charge 429883788   old_soc 99.999982   new_charge 81078853   new_soc 99.999997
interval 152.769224   current 24.990176   old_charge 429912327   old_soc 99.999982   new_charge 81158582   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 429989513   old_soc 99.999982   new_charge 81160237   new_soc 99.999997
interval 0.011888   current 14668.827097   old_charge 429991035   old_soc 99.999982   new_charge 81163903   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 429994697   old_soc 99.999982   new_charge 81165558   new_soc 99.999997
interval 0.020346   current 14668.827097   old_charge 429996219   old_soc 99.999982   new_charge 81171794   new_soc 99.999997
interval 22.692737   current 24.990176   old_charge 430002487   old_soc 99.999982   new_charge 81183637   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 430013952   old_soc 99.999982   new_charge 81185292   new_soc 99.999997
interval 0.015044   current 14668.827097   old_charge 430015474   old_soc 99.999982   new_charge 81189975   new_soc 99.999997
interval 0.004976   current 14668.827097   old_charge 430020108   old_soc 99.999982   new_charge 81191610   new_soc 99.999997
interval 0.015284   current 14668.827097   old_charge 430021641   old_soc 99.999982   new_charge 81196313   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 430026349   old_soc 99.999982   new_charge 81197968   new_soc 99.999997
interval 0.101434   current 14668.827097   old_charge 430027871   old_soc 99.999982   new_charge 81229207   new_soc 99.999997
interval 177.102556   current 24.990176   old_charge 430059115   old_soc 99.999982   new_charge 81321635   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 430148595   old_soc 99.999982   new_charge 81323290   new_soc 99.999997
interval 0.022778   current 14668.827097   old_charge 430150117   old_soc 99.999982   new_charge 81330330   new_soc 99.999997
interval 0.004976   current 14668.827097   old_charge 430157133   old_soc 99.999982   new_charge 81331965   new_soc 99.999997
interval 0.817626   current 14668.827097   old_charge 430158666   old_soc 99.999982   new_charge 81583829   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 430410516   old_soc 99.999982   new_charge 81585485   new_soc 99.999997
interval 0.022052   current 14668.827097   old_charge 430412038   old_soc 99.999982   new_charge 81592284   new_soc 99.999997
interval 0.004976   current 14668.827097   old_charge 430418831   old_soc 99.999982   new_charge 81593920   new_soc 99.999997
interval 0.509196   current 14668.827097   old_charge 430420363   old_soc 99.999982   new_charge 81750774   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 430577209   old_soc 99.999982   new_charge 81752430   new_soc 99.999997
interval 0.012052   current 14668.827097   old_charge 430578731   old_soc 99.999982   new_charge 81756090   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 430582443   old_soc 99.999982   new_charge 81757747   new_soc 99.999997
interval 0.012338   current 14668.827097   old_charge 430583966   old_soc 99.999982   new_charge 81761516   new_soc 99.999997
interval 0.004976   current 14668.827097   old_charge 430587766   old_soc 99.999982   new_charge 81763152   new_soc 99.999997
interval 0.033230   current 14668.827097   old_charge 430589299   old_soc 99.999982   new_charge 81773405   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 430599534   old_soc 99.999982   new_charge 81775062   new_soc 99.999997
interval 0.006306   current 14668.827097   old_charge 430601057   old_soc 99.999982   new_charge 81776889   new_soc 99.999997
interval 0.004976   current 14668.827097   old_charge 430602999   old_soc 99.999982   new_charge 81778525   new_soc 99.999997
interval 1.046542   current 14668.827097   old_charge 430604532   old_soc 99.999982   new_charge 82100905   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 430926894   old_soc 99.999982   new_charge 82102562   new_soc 99.999997
interval 0.011808   current 14668.827097   old_charge 430928416   old_soc 99.999982   new_charge 82106144   new_soc 99.999997
interval 0.004976   current 14668.827097   old_charge 430932053   old_soc 99.999982   new_charge 82107780   new_soc 99.999997
interval 1.463774   current 14668.827097   old_charge 430933586   old_soc 99.999982   new_charge 82558685   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 431384466   old_soc 99.999982   new_charge 82560343   new_soc 99.999997
interval 0.012028   current 14668.827097   old_charge 431385988   old_soc 99.999982   new_charge 82564080   new_soc 99.999997
interval 0.004976   current 14668.827097   old_charge 431389693   old_soc 99.999982   new_charge 82565717   new_soc 99.999997
interval 2.895640   current 14668.827097   old_charge 431391226   old_soc 99.999982   new_charge 83457697   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 432283158   old_soc 99.999982   new_charge 83459356   new_soc 99.999997
interval 0.011808   current 14668.827097   old_charge 432284680   old_soc 99.999982   new_charge 83462937   new_soc 99.999997
interval 0.004976   current 14668.827097   old_charge 432288317   old_soc 99.999982   new_charge 83464576   new_soc 99.999997
interval 0.234914   current 14668.827097   old_charge 432289850   old_soc 99.999982   new_charge 83536942   new_soc 99.999997
interval 0.005086   current 14668.827097   old_charge 432362209   old_soc 99.999982   new_charge 83538542   new_soc 99.999997
interval 1.970996   current 14668.827097   old_charge 432363776   old_soc 99.999982   new_charge 84145692   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 432970893   old_soc 99.999982   new_charge 84147353   new_soc 99.999997
interval 0.012028   current 14668.827097   old_charge 432972416   old_soc 99.999982   new_charge 84151091   new_soc 99.999997
interval 0.004976   current 14668.827097   old_charge 432976121   old_soc 99.999982   new_charge 84152730   new_soc 99.999997
interval 0.769134   current 14668.827097   old_charge 432977653   old_soc 99.999982   new_charge 84389657   new_soc 99.999997
interval 0.005076   current 14668.827097   old_charge 433214566   old_soc 99.999982   new_charge 84391192   new_soc 99.999997
interval 0.013888   current 14668.827097   old_charge 433216130   old_soc 99.999982   new_charge 84395422   new_soc 99.999997
interval 0.005076   current 14668.827097   old_charge 433220408   old_soc 99.999982   new_charge 84396957   new_soc 99.999997
interval 0.016622   current 14668.827097   old_charge 433221971   old_soc 99.999982   new_charge 84402073   new_soc 99.999997
interval 0.005076   current 14668.827097   old_charge 433227091   old_soc 99.999982   new_charge 84403608   new_soc 99.999997
interval 0.010082   current 14668.827097   old_charge 433228655   old_soc 99.999982   new_charge 84406689   new_soc 99.999997
interval 0.005076   current 14668.827097   old_charge 433231760   old_soc 99.999982   new_charge 84408224   new_soc 99.999997
interval 0.165042   current 14668.827097   old_charge 433233324   old_soc 99.999982   new_charge 84459065   new_soc 99.999997
interval 0.005076   current 14668.827097   old_charge 433284161   old_soc 99.999982   new_charge 84460600   new_soc 99.999997
interval 0.021996   current 14668.827097   old_charge 433285725   old_soc 99.999982   new_charge 84467382   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 433292500   old_soc 99.999982   new_charge 84469044   new_soc 99.999997
interval 0.009486   current 14668.827097   old_charge 433294022   old_soc 99.999982   new_charge 84471970   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 433296944   old_soc 99.999982   new_charge 84473632   new_soc 99.999997
interval 0.014742   current 14668.827097   old_charge 433298466   old_soc 99.999982   new_charge 84478165   new_soc 99.999997
interval 0.004976   current 14668.827097   old_charge 433303007   old_soc 99.999982   new_charge 84479805   new_soc 99.999997
interval 0.026184   current 14668.827097   old_charge 433304540   old_soc 99.999982   new_charge 84487865   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 433312605   old_soc 99.999982   new_charge 84489527   new_soc 99.999997
interval 0.011832   current 14668.827097   old_charge 433314128   old_soc 99.999982   new_charge 84493179   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 433317772   old_soc 99.999982   new_charge 84494841   new_soc 99.999997
interval 0.012718   current 14668.827097   old_charge 433319294   old_soc 99.999982   new_charge 84498810   new_soc 99.999997
interval 0.004976   current 14668.827097   old_charge 433323212   old_soc 99.999982   new_charge 84500451   new_soc 99.999997
interval 0.013500   current 14668.827097   old_charge 433324745   old_soc 99.999982   new_charge 84504609   new_soc 99.999997
interval 0.004942   current 14668.827097   old_charge 433328903   old_soc 99.999982   new_charge 84506271   new_soc 99.999997
interval 0.006306   current 14668.827097   old_charge 433330425   old_soc 99.999982   new_charge 84508094   new_soc 99.999997
interval 0.004976   current 14668.827097   old_charge 433332368   old_soc 99.999982   new_charge 84509735   new_soc 99.999997
interval 0.295728   current 14668.827097   old_charge 433333900   old_soc 99.999982   new_charge 84600830   new_soc 99.999997
interval 0.005086   current 14668.827097   old_charge 433424992   old_soc 99.999982   new_charge 84602430   new_soc 99.999997
interval 1.624762   current 14668.827097   old_charge 433426559   old_soc 99.999982   new_charge 85102926   new_soc 99.999996
interval 0.004942   current 14668.827097   old_charge 433927027   old_soc 99.999982   new_charge 85104589   new_soc 99.999996
interval 0.012028   current 14668.827097   old_charge 433928550   old_soc 99.999982   new_charge 85108327   new_soc 99.999996
interval 0.004976   current 14668.827097   old_charge 433932254   old_soc 99.999982   new_charge 85109969   new_soc 99.999996
interval 1.096796   current 14668.827097   old_charge 433933787   old_soc 99.999982   new_charge 85447829   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 434271628   old_soc 99.999982   new_charge 85449363   new_soc 99.999996
interval 0.011750   current 14668.827097   old_charge 434273192   old_soc 99.999982   new_charge 85452980   new_soc 99.999996
interval 0.005076   current 14668.827097   old_charge 434276811   old_soc 99.999982   new_charge 85454515   new_soc 99.999996
